name,URI,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_info,artist_name,artist_pop,album,track_pop,playlistname,mood,language,category,dc0,dc1,dc2,dc3
Bujjulu Bujjulu,spotify:track:31NymtGVu5wUjUzvaJaF9y,0.763,0.854,7,-4.029,0.248,0.564,3.02e-05,0.318,0.932,173.851,237132,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/12l1SqSNsg2mI2IcXpPWjR'}, 'followers': {'href': None, 'total': 1162987}, 'genres': ['classic tollywood'], 'href': 'https://api.spotify.com/v1/artists/12l1SqSNsg2mI2IcXpPWjR', 'id': '12l1SqSNsg2mI2IcXpPWjR', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebfc6d194a99154edc35330020', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174fc6d194a99154edc35330020', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178fc6d194a99154edc35330020', 'width': 160}], 'name': 'M. M. Keeravani', 'popularity': 63, 'type': 'artist', 'uri': 'spotify:artist:12l1SqSNsg2mI2IcXpPWjR'}",M. M. Keeravani,63,Pelli SandaD,46,Telugu Party Time,Party,te,2,41.01547970229432,67.76977074888664,4.047358076972945,88.79964013349625
"Mandhuloda (From ""Sridevi Soda Center"")",spotify:track:1Tr1i7e3uffAc9PBi7FZqg,0.703,0.925,10,-4.253,0.148,0.107,0.00178,0.243,0.937,92.045,243261,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3AMxH9QIPZbK8ND8C9j4Ss'}, 'followers': {'href': None, 'total': 2522763}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/3AMxH9QIPZbK8ND8C9j4Ss', 'id': '3AMxH9QIPZbK8ND8C9j4Ss', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27318df1204b0fad33fa7afe5fd', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0218df1204b0fad33fa7afe5fd', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485118df1204b0fad33fa7afe5fd', 'width': 64}], 'name': 'Mani Sharma', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:3AMxH9QIPZbK8ND8C9j4Ss'}",Mani Sharma,57,"Mandhuloda (From ""Sridevi Soda Center"")",51,Telugu Party Time,Party,te,3,41.00311878805574,14.315408027626518,79.39764217983868,7.630750223406544
Jwala Reddy,spotify:track:3sJsBrmu3pVEbxSW5vMQoi,0.719,0.992,1,-1.255,0.278,0.195,9.01e-05,0.401,0.596,144.979,245735,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0gXtTHD29pO85I6glSfzDD'}, 'followers': {'href': None, 'total': 27615}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/0gXtTHD29pO85I6glSfzDD', 'id': '0gXtTHD29pO85I6glSfzDD', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a7b2236569d684dbdafca8c2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a7b2236569d684dbdafca8c2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a7b2236569d684dbdafca8c2', 'width': 64}], 'name': 'Shankar Babu', 'popularity': 31, 'type': 'artist', 'uri': 'spotify:artist:0gXtTHD29pO85I6glSfzDD'}",Shankar Babu,31,Seetimaarr,47,Telugu Party Time,Party,te,0,13.357913601637645,39.22771542797879,27.07090315067979,60.17792340023949
"Bad Boy (From ""Saaho"")",spotify:track:07CVvNMGywbXhQRs6E7fbx,0.905,0.85,10,-4.83,0.173,0.203,0.0443,0.0878,0.631,105.027,177762,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0y59o4v8uw5crbN9M3JiL1'}, 'followers': {'href': None, 'total': 18797372}, 'genres': ['desi hip hop', 'desi pop', 'desi trap', 'haryanvi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/0y59o4v8uw5crbN9M3JiL1', 'id': '0y59o4v8uw5crbN9M3JiL1', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb65c4852dfd1db12654bdf188', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517465c4852dfd1db12654bdf188', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17865c4852dfd1db12654bdf188', 'width': 160}], 'name': 'Badshah', 'popularity': 72, 'type': 'artist', 'uri': 'spotify:artist:0y59o4v8uw5crbN9M3JiL1'}",Badshah,72,"Bad Boy (From ""Saaho"")",51,Telugu Party Time,Party,te,1,28.012716866248343,2.2184660920142827,66.40275487929391,20.079958636274945
"Bhoom Bhaddhal (From ""Krack"")",spotify:track:6pM9FJtp8Bc3bEacpqbcCH,0.508,0.983,2,-3.576,0.245,0.538,2.97e-05,0.0695,0.589,79.927,262090,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1pDF5UltcypyatITA3Pduo'}, 'followers': {'href': None, 'total': 368982}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/1pDF5UltcypyatITA3Pduo', 'id': '1pDF5UltcypyatITA3Pduo', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe86b5635656dcd90d09eda36', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e86b5635656dcd90d09eda36', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e86b5635656dcd90d09eda36', 'width': 160}], 'name': 'Mangli', 'popularity': 55, 'type': 'artist', 'uri': 'spotify:artist:1pDF5UltcypyatITA3Pduo'}",Mangli,55,"Bhoom Bhaddhal (From ""Krack"")",53,Telugu Party Time,Party,te,3,53.13776436983919,26.40174224111249,91.53120910050133,6.451843780182372
Nakkileesu Golusu - Telugu,spotify:track:1VIaSk3fxqHAqsl25142Z6,0.75,0.898,4,-8.868,0.093,0.193,0.000198,0.082,0.846,87.04,236897,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/27UbUuYAM8Hc1BZKlydOB0'}, 'followers': {'href': None, 'total': 392175}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/27UbUuYAM8Hc1BZKlydOB0', 'id': '27UbUuYAM8Hc1BZKlydOB0', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb8f0e61a3a24bd614654cdd3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b8f0e61a3a24bd614654cdd3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b8f0e61a3a24bd614654cdd3', 'width': 160}], 'name': 'Raghu Kunche', 'popularity': 45, 'type': 'artist', 'uri': 'spotify:artist:27UbUuYAM8Hc1BZKlydOB0'}",Raghu Kunche,45,Palasa 1978,53,Telugu Party Time,Party,te,3,45.947369936315475,19.22004056709768,84.36395489392702,2.485250012240072
"Muqabla (From ""Street Dancer 3D"") [Telugu]",spotify:track:5LWtYEKVLEpk4FBdGhZKxy,0.821,0.907,0,-3.067,0.104,0.0207,2.31e-05,0.364,0.486,120.061,176477,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4RlnRVxKm3jnUzOP4czbIK'}, 'followers': {'href': None, 'total': 11299}, 'genres': ['modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/4RlnRVxKm3jnUzOP4czbIK', 'id': '4RlnRVxKm3jnUzOP4czbIK', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb430047dc4f378f7111022759', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174430047dc4f378f7111022759', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178430047dc4f378f7111022759', 'width': 160}], 'name': 'Yash Narvekar', 'popularity': 50, 'type': 'artist', 'uri': 'spotify:artist:4RlnRVxKm3jnUzOP4czbIK'}",Yash Narvekar,50,"Muqabla (From ""Street Dancer 3D"") [Telugu]",42,Telugu Party Time,Party,te,0,13.49691720215975,14.403111201971036,51.49359430447719,35.21516389475056
"Dinchak (From ""Red"")",spotify:track:0iT2FnhutL3yJh7DXy1SOG,0.853,0.863,0,-4.456,0.22,0.136,1.95e-05,0.0465,0.645,145.0,319089,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3MVZmcDNyoI81ZmAu0YiF7'}, 'followers': {'href': None, 'total': 40798}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/3MVZmcDNyoI81ZmAu0YiF7', 'id': '3MVZmcDNyoI81ZmAu0YiF7', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba669e7ee339c864991ade5f9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a669e7ee339c864991ade5f9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a669e7ee339c864991ade5f9', 'width': 160}], 'name': 'Keerthana Sharma', 'popularity': 40, 'type': 'artist', 'uri': 'spotify:artist:3MVZmcDNyoI81ZmAu0YiF7'}",Keerthana Sharma,40,"Dinchak (From ""Red"")",49,Telugu Party Time,Party,te,0,12.331940425481426,38.93116129978281,26.532301688944077,59.95739941078156
Whattey Beauty - Telugu,spotify:track:3KUD3u6xFEIewEQVppwXbH,0.908,0.895,2,-3.161,0.0826,0.317,5.15e-05,0.142,0.794,120.776,234783,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5DxwUWyGp1uejyE80iJcn0'}, 'followers': {'href': None, 'total': 284586}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/5DxwUWyGp1uejyE80iJcn0', 'id': '5DxwUWyGp1uejyE80iJcn0', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd524a16fa2ee73856511c09b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d524a16fa2ee73856511c09b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d524a16fa2ee73856511c09b', 'width': 160}], 'name': 'Dhanunjay Seepana', 'popularity': 46, 'type': 'artist', 'uri': 'spotify:artist:5DxwUWyGp1uejyE80iJcn0'}",Dhanunjay Seepana,46,Bheeshma,48,Telugu Party Time,Party,te,0,12.784855363969315,15.071365219021196,50.773037391797644,35.91278907358685
Private Party,spotify:track:55lcV76gPJUqAnHj3Z9xRd,0.715,0.935,8,-5.656,0.0384,0.559,0.00344,0.138,0.904,127.993,263440,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7bxJB2vrMkzPAHRBLhaeiL'}, 'followers': {'href': None, 'total': 2000}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/7bxJB2vrMkzPAHRBLhaeiL', 'id': '7bxJB2vrMkzPAHRBLhaeiL', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a2e01a5b7aac8ae7be214181', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a2e01a5b7aac8ae7be214181', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a2e01a5b7aac8ae7be214181', 'width': 64}], 'name': 'M.C. Vickey', 'popularity': 32, 'type': 'artist', 'uri': 'spotify:artist:7bxJB2vrMkzPAHRBLhaeiL'}",M.C. Vickey,32,Sarrainodu,49,Telugu Party Time,Party,te,0,5.168635779816151,21.887376494624505,43.42322321231527,42.91461736186842
Alludu Adhurs,spotify:track:5nP5Y7qkiiWi70QueS3qF8,0.8,0.773,10,-8.459,0.187,0.394,0.00131,0.0705,0.802,103.911,241300,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5sSzCxHtgL82pYDvx2QyEU'}, 'followers': {'href': None, 'total': 5130584}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/5sSzCxHtgL82pYDvx2QyEU', 'id': '5sSzCxHtgL82pYDvx2QyEU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebae16bbb67ebe5b65d00875b5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ae16bbb67ebe5b65d00875b5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ae16bbb67ebe5b65d00875b5', 'width': 160}], 'name': 'Devi Sri Prasad', 'popularity': 68, 'type': 'artist', 'uri': 'spotify:artist:5sSzCxHtgL82pYDvx2QyEU'}",Devi Sri Prasad,68,Alludu Adhurs,37,Telugu Party Time,Party,te,1,29.07437997508897,2.835010715614744,67.48787253866053,18.82942310740345
Karabuu,spotify:track:72kffDCIjOzXJE6FNxbWgX,0.833,0.899,9,-4.074,0.342,0.0898,0.0,0.184,0.635,138.038,225801,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6LWyVEIBnx7MoRBhQxu9om'}, 'followers': {'href': None, 'total': 440305}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/6LWyVEIBnx7MoRBhQxu9om', 'id': '6LWyVEIBnx7MoRBhQxu9om', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb439ae2d0bb4ac04b74af8421', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174439ae2d0bb4ac04b74af8421', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178439ae2d0bb4ac04b74af8421', 'width': 160}], 'name': 'Anurag Kulkarni', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:6LWyVEIBnx7MoRBhQxu9om'}",Anurag Kulkarni,62,Pogaru,46,Telugu Party Time,Party,te,0,5.912899012075754,32.01451231784324,33.49834734665013,53.02840653759218
Pilla Picture Perfect,spotify:track:3na6VGHw5UrfEUHeHdAN6m,0.806,0.736,5,-5.219,0.0525,0.264,0.00788,0.118,0.939,122.992,214634,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3tPQOjkxO3mrYrrgkTeXgH'}, 'followers': {'href': None, 'total': 139965}, 'genres': ['desi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/3tPQOjkxO3mrYrrgkTeXgH', 'id': '3tPQOjkxO3mrYrrgkTeXgH', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5328de055afe34eccf1faeba', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745328de055afe34eccf1faeba', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785328de055afe34eccf1faeba', 'width': 160}], 'name': 'Nikhita Gandhi', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:3tPQOjkxO3mrYrrgkTeXgH'}",Nikhita Gandhi,67,Ranarangam,46,Telugu Party Time,Party,te,0,10.131981609934144,16.926958612125354,48.436915891167985,37.941068883798316
"Psycho Saiyaan (From ""Saaho"")",spotify:track:2IbRKQwgiyvXY1yVq8GuA3,0.785,0.746,10,-2.672,0.149,0.0916,1.98e-05,0.121,0.864,189.988,166294,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'followers': {'href': None, 'total': 10117804}, 'genres': ['desi hip hop', 'filmi', 'tamil hip hop'], 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb53defb703e917e62b55ee8ed', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517453defb703e917e62b55ee8ed', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17853defb703e917e62b55ee8ed', 'width': 160}], 'name': 'Anirudh Ravichander', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}",Anirudh Ravichander,80,"Psycho Saiyaan (From ""Saaho"")",49,Telugu Party Time,Party,te,2,57.20757975324055,83.95028016510744,19.15148413022903,104.97888649504448
Rowdy Baby,spotify:track:2PNF3C5EhT9Asa7XdEi18F,0.646,0.707,1,-7.498,0.199,0.28,3.19e-05,0.136,0.602,177.014,281504,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AiX12wXdXFoGJ2vk8zBjy'}, 'followers': {'href': None, 'total': 5893260}, 'genres': ['filmi', 'kollywood', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/6AiX12wXdXFoGJ2vk8zBjy', 'id': '6AiX12wXdXFoGJ2vk8zBjy', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7249dd34afa1c09e205260f4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747249dd34afa1c09e205260f4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787249dd34afa1c09e205260f4', 'width': 160}], 'name': 'Yuvan Shankar Raja', 'popularity': 70, 'type': 'artist', 'uri': 'spotify:artist:6AiX12wXdXFoGJ2vk8zBjy'}",Yuvan Shankar Raja,70,"Rowdy Baby (From ""Maari 2 [Telugu]"")",48,Telugu Party Time,Party,te,2,44.067034039051,70.88179224040374,5.6404301814827,91.89791154985377
"Mind Block (From ""Sarileru Neekevvaru"")",spotify:track:15tCasit297c9SsbU3R95d,0.922,0.921,7,-5.026,0.216,0.645,0.00536,0.0972,0.73,101.986,264824,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4DqSAnlpn10M4pHUFPEt4E'}, 'followers': {'href': None, 'total': 4484}, 'genres': ['filmi'], 'href': 'https://api.spotify.com/v1/artists/4DqSAnlpn10M4pHUFPEt4E', 'id': '4DqSAnlpn10M4pHUFPEt4E', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf6e1204200d6fdbcef5d3277', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f6e1204200d6fdbcef5d3277', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f6e1204200d6fdbcef5d3277', 'width': 160}], 'name': 'Blaaze', 'popularity': 54, 'type': 'artist', 'uri': 'spotify:artist:4DqSAnlpn10M4pHUFPEt4E'}",Blaaze,54,"Mind Block (From ""Sarileru Neekevvaru"")",49,Telugu Party Time,Party,te,1,31.0333794546984,4.510511431009363,69.43601256260632,17.04268510594585
Ek Baar,spotify:track:7KWksSySkwqGS3vo59yygt,0.794,0.93,2,-4.3,0.25,0.589,9.61e-05,0.0776,0.704,139.922,259952,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2TxDLvRVA0F4LAIyqakei7'}, 'followers': {'href': None, 'total': 22789}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/2TxDLvRVA0F4LAIyqakei7', 'id': '2TxDLvRVA0F4LAIyqakei7', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735b66c013068b02a3960deb68', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025b66c013068b02a3960deb68', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515b66c013068b02a3960deb68', 'width': 64}], 'name': 'Dsp', 'popularity': 36, 'type': 'artist', 'uri': 'spotify:artist:2TxDLvRVA0F4LAIyqakei7'}",Dsp,36,Vinaya Vidheya Rama,49,Telugu Party Time,Party,te,0,7.5058551468694645,33.87484689994256,31.60016288063179,54.894334473509225
Daang Daang,spotify:track:3Ana3lhU3rskuVzLPzNY7E,0.831,0.819,4,-3.945,0.188,0.459,0.000138,0.69,0.801,137.946,254619,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4kq8z3vydHjPDggxb16ErB'}, 'followers': {'href': None, 'total': 143725}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/4kq8z3vydHjPDggxb16ErB', 'id': '4kq8z3vydHjPDggxb16ErB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdb218cfba82c73c8392cd82b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174db218cfba82c73c8392cd82b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178db218cfba82c73c8392cd82b', 'width': 160}], 'name': 'Nakash Aziz', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:4kq8z3vydHjPDggxb16ErB'}",Nakash Aziz,62,Sarileru Neekevvaru,44,Telugu Party Time,Party,te,0,5.891078264068359,31.932344575200858,33.60019324301504,52.94325357649642
"Chill Bro (From ""Local Boy"")",spotify:track:2vQcYcK68Nhq4QBvpuV6w4,0.652,0.911,11,-4.168,0.318,0.285,6.48e-06,0.132,0.518,160.045,239545,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4hBCDHUWTljP6BDl5AekgW'}, 'followers': {'href': None, 'total': 923348}, 'genres': ['tamil pop'], 'href': 'https://api.spotify.com/v1/artists/4hBCDHUWTljP6BDl5AekgW', 'id': '4hBCDHUWTljP6BDl5AekgW', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5b05130903202d1bee75ebbd', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745b05130903202d1bee75ebbd', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785b05130903202d1bee75ebbd', 'width': 160}], 'name': 'Vivek - Mervin', 'popularity': 58, 'type': 'artist', 'uri': 'spotify:artist:4hBCDHUWTljP6BDl5AekgW'}",Vivek - Mervin,58,"Chill Bro (From ""Local Boy"")",46,Telugu Party Time,Party,te,2,27.250327135275306,53.9701320139477,11.743874765810258,74.99875665970804
Coca Cola Pepsi - Telugu,spotify:track:3qZaFoWwuh5GRCmTyxbbXW,0.45,0.866,1,-6.907,0.28,0.701,0.00167,0.142,0.881,70.578,223099,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/35LFDqRu6EmXgUqEWeh2j6'}, 'followers': {'href': None, 'total': 5389}, 'genres': ['telugu indie'], 'href': 'https://api.spotify.com/v1/artists/35LFDqRu6EmXgUqEWeh2j6', 'id': '35LFDqRu6EmXgUqEWeh2j6', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2bec80914a6e96a2eda68672', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742bec80914a6e96a2eda68672', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782bec80914a6e96a2eda68672', 'width': 160}], 'name': 'Aditi Bhavaraju', 'popularity': 54, 'type': 'artist', 'uri': 'spotify:artist:35LFDqRu6EmXgUqEWeh2j6'}",Aditi Bhavaraju,54,Venky Mama,37,Telugu Party Time,Party,te,3,62.37434497172732,35.56403215771968,100.80963000078803,14.556895574587584
Seeti Maar,spotify:track:5VayHAvzwBx4i87c1twFjS,0.794,0.894,10,-2.476,0.0411,0.00364,0.0113,0.139,0.547,124.97,250680,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/65jsdEMz2d1jbIECHqAhFr'}, 'followers': {'href': None, 'total': 277496}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/65jsdEMz2d1jbIECHqAhFr', 'id': '65jsdEMz2d1jbIECHqAhFr', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1c17b71a15256a3541054499', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741c17b71a15256a3541054499', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781c17b71a15256a3541054499', 'width': 160}], 'name': 'Jaspreet Jasz', 'popularity': 47, 'type': 'artist', 'uri': 'spotify:artist:65jsdEMz2d1jbIECHqAhFr'}",Jaspreet Jasz,47,DJ,53,Telugu Party Time,Party,te,0,9.207061142070993,19.311251615923872,46.658378509314765,40.158957963830154
Bulreddy,spotify:track:5t6DQWSWXszfa9lCQkvelI,0.87,0.803,11,-5.475,0.268,0.181,0.000144,0.482,0.643,106.046,236890,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2sRYoKkvb2apFZ58rb5717'}, 'followers': {'href': None, 'total': 5647}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/2sRYoKkvb2apFZ58rb5717', 'id': '2sRYoKkvb2apFZ58rb5717', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27394860d6b5e5677b9ba154d58', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0294860d6b5e5677b9ba154d58', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485194860d6b5e5677b9ba154d58', 'width': 64}], 'name': 'Uma Neha', 'popularity': 38, 'type': 'artist', 'uri': 'spotify:artist:2sRYoKkvb2apFZ58rb5717'}",Uma Neha,38,Sita,39,Telugu Party Time,Party,te,1,26.95194141587716,1.2957529326601278,65.36421458015023,21.022313973388666
Jigelu Rani,spotify:track:5o0we0zcu0rhgpW5nFL0yG,0.703,0.854,11,-5.338,0.207,0.706,0.000399,0.147,0.871,82.913,305377,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/62oOhStk8pQGEafnScrUP6'}, 'followers': {'href': None, 'total': 54}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/62oOhStk8pQGEafnScrUP6', 'id': '62oOhStk8pQGEafnScrUP6', 'images': [], 'name': 'Rela Kumar', 'popularity': 28, 'type': 'artist', 'uri': 'spotify:artist:62oOhStk8pQGEafnScrUP6'}",Rela Kumar,28,Rangasthalam,42,Telugu Party Time,Party,te,3,50.06823120044954,23.27051594468903,88.49384127554167,3.052689017255355
Miami,spotify:track:3yTT15CQlhscT81BcImuqk,0.726,0.713,7,-6.24,0.0668,0.6,0.0486,0.0957,0.903,80.005,222750,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4iW4xSfMEIvrXM0Iu3aFDY'}, 'followers': {'href': None, 'total': 213773}, 'genres': ['modern bollywood', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/4iW4xSfMEIvrXM0Iu3aFDY', 'id': '4iW4xSfMEIvrXM0Iu3aFDY', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb8a6c4145d0c23eae6d2dbb54', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051748a6c4145d0c23eae6d2dbb54', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1788a6c4145d0c23eae6d2dbb54', 'width': 160}], 'name': 'Aditi Singh Sharma', 'popularity': 56, 'type': 'artist', 'uri': 'spotify:artist:4iW4xSfMEIvrXM0Iu3aFDY'}",Aditi Singh Sharma,56,Chal Mohan Ranga (Original Motion Picture Soundtrack),0,Telugu Party Time,Party,te,3,52.95224617044326,26.13934670910745,91.38696594697115,5.256996678396348
