name,URI,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_info,artist_name,artist_pop,album,track_pop,playlistname,mood,language,category,dc0,dc1,dc2,dc3
"Is This Love (From ""Kismat Konnection"")",spotify:track:0fNgHznZYKg7AJMFDbpJTG,0.607,0.826,7,-5.858,0.0355,0.531,1.32e-06,0.553,0.674,119.984,325430,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5GnnSrwNCGyfAU4zuIytiS'}, 'followers': {'href': None, 'total': 5051591}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/5GnnSrwNCGyfAU4zuIytiS', 'id': '5GnnSrwNCGyfAU4zuIytiS', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb16691117e2ba803946b203ba', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517416691117e2ba803946b203ba', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17816691117e2ba803946b203ba', 'width': 160}], 'name': 'Mohit Chauhan', 'popularity': 69, 'type': 'artist', 'uri': 'spotify:artist:5GnnSrwNCGyfAU4zuIytiS'}",Mohit Chauhan,69,Yun Pyaar Kar... (Valentine Special),0,Bollywood Romantic Songs,Romance,hi,0,13.022445265627304,13.877182781368115,51.419929001204956,34.902059853083294
Bakhuda Tumhi Ho,spotify:track:0aviOEUYHCNDLRYrc5AgZU,0.317,0.69,2,-5.029,0.0386,0.673,0.0,0.138,0.507,126.903,292545,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2oSONSC9zQ4UonDKnLqksx'}, 'followers': {'href': None, 'total': 8389072}, 'genres': ['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi'], 'href': 'https://api.spotify.com/v1/artists/2oSONSC9zQ4UonDKnLqksx', 'id': '2oSONSC9zQ4UonDKnLqksx', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc40600e02356cc86f0debe84', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c40600e02356cc86f0debe84', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c40600e02356cc86f0debe84', 'width': 160}], 'name': 'Atif Aslam', 'popularity': 72, 'type': 'artist', 'uri': 'spotify:artist:2oSONSC9zQ4UonDKnLqksx'}",Atif Aslam,72,Best of Atif Aslam,0,Bollywood Romantic Songs,Romance,hi,0,6.392127230370765,20.8419708954049,44.53688839149745,41.854446822039
Aalam Guzarne Ko,spotify:track:3PqFdU8jwJVXXxFjfARBBc,0.769,0.647,9,-4.256,0.0309,0.485,2.33e-05,0.185,0.848,122.993,280920,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1UBoq6cPh1AbhkmXvlpvjy'}, 'followers': {'href': None, 'total': 14}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/1UBoq6cPh1AbhkmXvlpvjy', 'id': '1UBoq6cPh1AbhkmXvlpvjy', 'images': [], 'name': 'Sonu Nigam & Suzy Q', 'popularity': 0, 'type': 'artist', 'uri': 'spotify:artist:1UBoq6cPh1AbhkmXvlpvjy'}",Sonu Nigam & Suzy Q,0,Kal Kisne Dekha,0,Bollywood Romantic Songs,Romance,hi,0,10.345118803247823,17.03922027179902,48.48362632673514,38.00752184711253
Tere Bina Lagta Nahin Jiya,spotify:track:0kh6nidIaFlg3RgQ4oKIxz,0.469,0.811,9,-5.461,0.0875,0.391,0.0,0.289,0.608,166.0,281253,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6f5kUMXGROFtdAtxXZwing'}, 'followers': {'href': None, 'total': 595931}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6f5kUMXGROFtdAtxXZwing', 'id': '6f5kUMXGROFtdAtxXZwing', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c80ac5a3b333bdf609ec2c32', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c80ac5a3b333bdf609ec2c32', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c80ac5a3b333bdf609ec2c32', 'width': 64}], 'name': 'Wajid', 'popularity': 49, 'type': 'artist', 'uri': 'spotify:artist:6f5kUMXGROFtdAtxXZwing'}",Wajid,49,Kal Kisne Dekha,0,Bollywood Romantic Songs,Romance,hi,2,33.0894052123897,59.87738658273876,5.661295911182774,80.90680244774803
"Tujh Mein Rab Dikhta Hai (From ""Rab Ne Bana Di Jodi"")",spotify:track:5PsFJSBA8q142DtKT0eJ8Z,0.56,0.604,8,-8.732,0.0866,0.315,1.12e-06,0.176,0.75,84.784,281574,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ohaQzKaXrobAL8paLSaxq'}, 'followers': {'href': None, 'total': 1203640}, 'genres': ['desi pop', 'filmi', 'indian folk', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6ohaQzKaXrobAL8paLSaxq', 'id': '6ohaQzKaXrobAL8paLSaxq', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb13a6f2195deea1f736d046e4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517413a6f2195deea1f736d046e4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17813a6f2195deea1f736d046e4', 'width': 160}], 'name': 'Salim–Sulaiman', 'popularity': 59, 'type': 'artist', 'uri': 'spotify:artist:6ohaQzKaXrobAL8paLSaxq'}",Salim–Sulaiman,59,Flavours Of Romance-Valentine's Day Vol. 2,0,Bollywood Romantic Songs,Romance,hi,3,48.195521006597176,21.448049986170794,86.61583741557108,1.4120063782279804
"Bol Na Halke Halke (From ""Jhoom Barabar Jhoom"")",spotify:track:1VVVrI6nZd0xEa7jTbSdn3,0.637,0.573,11,-6.69,0.0491,0.279,3.46e-06,0.0617,0.704,90.017,306834,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0L5GV6LN8SWWUWIdBbTLTZ'}, 'followers': {'href': None, 'total': 2502847}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/0L5GV6LN8SWWUWIdBbTLTZ', 'id': '0L5GV6LN8SWWUWIdBbTLTZ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb3db0499a689aa9b4a47ebba3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051743db0499a689aa9b4a47ebba3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1783db0499a689aa9b4a47ebba3', 'width': 160}], 'name': 'Shankar-Ehsaan-Loy', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:0L5GV6LN8SWWUWIdBbTLTZ'}",Shankar-Ehsaan-Loy,65,Flavours Of Romance-Valentine's Day Vol. 2,0,Bollywood Romantic Songs,Romance,hi,3,42.93446011680302,16.120860367737574,81.37083149938424,4.956799219454458
"Hey Shona (From ""Ta Ra Rum Pum"")",spotify:track:2zg6ehImKxpS9Ii3UyfFQm,0.657,0.601,6,-8.668,0.0374,0.125,0.0252,0.0885,0.89,75.004,319295,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb'}, 'followers': {'href': None, 'total': 2310979}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6Mv8GjQa7LKUGCAqa9qqdb', 'id': '6Mv8GjQa7LKUGCAqa9qqdb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb90b6c3d093f9b02aad628eaf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517490b6c3d093f9b02aad628eaf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17890b6c3d093f9b02aad628eaf', 'width': 160}], 'name': 'Vishal-Shekhar', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb'}",Vishal-Shekhar,71,Flavours Of Romance-Valentine's Day Vol. 2,0,Bollywood Romantic Songs,Romance,hi,3,57.96961330542723,31.19565948163174,96.39432438616372,10.205753372386209
"Khuda Jaane (From ""Bachna Ae Haseeno"")",spotify:track:0eo85sdH1dvOTEk6LCeTK9,0.382,0.632,8,-6.393,0.0411,0.391,0.000486,0.0922,0.716,78.936,333584,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb'}, 'followers': {'href': None, 'total': 2310979}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6Mv8GjQa7LKUGCAqa9qqdb', 'id': '6Mv8GjQa7LKUGCAqa9qqdb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb90b6c3d093f9b02aad628eaf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517490b6c3d093f9b02aad628eaf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17890b6c3d093f9b02aad628eaf', 'width': 160}], 'name': 'Vishal-Shekhar', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb'}",Vishal-Shekhar,71,Flavours Of Romance-Valentine's Day Vol. 2,0,Bollywood Romantic Songs,Romance,hi,3,54.01849482409817,27.20503680978681,92.45366319847213,6.2665471668039405
"Aahista Aahista (From ""Bachna Ae Haseeno"")",spotify:track:1PtTUReVapYSEiS5aTYtRk,0.68,0.818,9,-9.144,0.0382,0.187,0.419,0.289,0.598,125.995,291605,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb'}, 'followers': {'href': None, 'total': 2310979}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6Mv8GjQa7LKUGCAqa9qqdb', 'id': '6Mv8GjQa7LKUGCAqa9qqdb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb90b6c3d093f9b02aad628eaf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517490b6c3d093f9b02aad628eaf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17890b6c3d093f9b02aad628eaf', 'width': 160}], 'name': 'Vishal-Shekhar', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb'}",Vishal-Shekhar,71,Romantic Hits By Shreya Ghoshal,0,Bollywood Romantic Songs,Romance,hi,0,7.278534896461101,20.01034957083376,45.43581935471568,40.91984602141071
"Ishq Hua (From ""Aaja Nachle"")",spotify:track:4bTp3kz7ykm0rQlP9lH0vS,0.405,0.745,2,-7.914,0.108,0.657,0.00552,0.117,0.751,87.452,263027,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ohaQzKaXrobAL8paLSaxq'}, 'followers': {'href': None, 'total': 1203640}, 'genres': ['desi pop', 'filmi', 'indian folk', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6ohaQzKaXrobAL8paLSaxq', 'id': '6ohaQzKaXrobAL8paLSaxq', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb13a6f2195deea1f736d046e4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517413a6f2195deea1f736d046e4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17813a6f2195deea1f736d046e4', 'width': 160}], 'name': 'Salim–Sulaiman', 'popularity': 59, 'type': 'artist', 'uri': 'spotify:artist:6ohaQzKaXrobAL8paLSaxq'}",Salim–Sulaiman,59,Flavours Of Romance - Chocolate Day,0,Bollywood Romantic Songs,Romance,hi,3,45.5078845871606,18.728250647295,83.93768688933714,2.423638307498456
"My Dil Goes Mmmm (From ""Salaam Namaste"")",spotify:track:2SNymPPyrUA9g34t7AW9yf,0.693,0.797,6,-7.392,0.0704,0.343,0.00125,0.0673,0.706,90.997,452833,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb'}, 'followers': {'href': None, 'total': 2310979}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6Mv8GjQa7LKUGCAqa9qqdb', 'id': '6Mv8GjQa7LKUGCAqa9qqdb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb90b6c3d093f9b02aad628eaf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517490b6c3d093f9b02aad628eaf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17890b6c3d093f9b02aad628eaf', 'width': 160}], 'name': 'Vishal-Shekhar', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb'}",Vishal-Shekhar,71,Flavours Of Romance - Hug Day,0,Bollywood Romantic Songs,Romance,hi,3,41.95436124496561,15.15516584435355,80.38960512041413,5.8882682241745865
"Dil Haara (From ""Tashan"")",spotify:track:21HIkQHWFGoKtiwrA0FMrG,0.466,0.778,0,-7.174,0.115,0.382,1.33e-06,0.0359,0.596,99.981,352000,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb'}, 'followers': {'href': None, 'total': 2310979}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6Mv8GjQa7LKUGCAqa9qqdb', 'id': '6Mv8GjQa7LKUGCAqa9qqdb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb90b6c3d093f9b02aad628eaf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517490b6c3d093f9b02aad628eaf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17890b6c3d093f9b02aad628eaf', 'width': 160}], 'name': 'Vishal-Shekhar', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb'}",Vishal-Shekhar,71,Flavours Of Romance - Propose Day,0,Bollywood Romantic Songs,Romance,hi,1,32.96963890879603,6.177530452253555,71.40504566159477,14.867779759992503
"Falak Tak (From ""Tashan"")",spotify:track:0A2M1ZIglmTwTjm4E6vcdq,0.718,0.697,2,-6.474,0.135,0.634,1.53e-05,0.0563,0.62,143.907,356180,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb'}, 'followers': {'href': None, 'total': 2310979}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6Mv8GjQa7LKUGCAqa9qqdb', 'id': '6Mv8GjQa7LKUGCAqa9qqdb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb90b6c3d093f9b02aad628eaf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517490b6c3d093f9b02aad628eaf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17890b6c3d093f9b02aad628eaf', 'width': 160}], 'name': 'Vishal-Shekhar', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb'}",Vishal-Shekhar,71,Flavours Of Romance - Teddy Day,0,Bollywood Romantic Songs,Romance,hi,0,10.976002607972143,37.77240484157955,27.489865833264123,58.79815506006315
"Chand Sifarish (From ""Fanaa"")",spotify:track:6maVrvHS2Rpr0CKmLv4W7C,0.829,0.665,2,-8.128,0.0868,0.242,1.75e-05,0.123,0.861,122.043,275931,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4YgUVg4p7xtMOrOS4GjiJZ'}, 'followers': {'href': None, 'total': 150922}, 'genres': ['afghan pop', 'chutney', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/4YgUVg4p7xtMOrOS4GjiJZ', 'id': '4YgUVg4p7xtMOrOS4GjiJZ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4b372f2d1081a20534632a64', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744b372f2d1081a20534632a64', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784b372f2d1081a20534632a64', 'width': 160}], 'name': 'Jatin-Lalit', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:4YgUVg4p7xtMOrOS4GjiJZ'}",Jatin-Lalit,62,Flavours Of Romance-Valentine's Day Vol. 2,0,Bollywood Romantic Songs,Romance,hi,0,10.96543194230325,15.971425404101193,49.353916799292236,36.936960325175875
"Dekho Na (From ""Fanaa"")",spotify:track:4vHDHDNMAcyCTyeNCeTyeA,0.623,0.654,7,-11.969,0.0522,0.522,6.44e-05,0.0911,0.54,82.516,322194,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4YgUVg4p7xtMOrOS4GjiJZ'}, 'followers': {'href': None, 'total': 150922}, 'genres': ['afghan pop', 'chutney', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/4YgUVg4p7xtMOrOS4GjiJZ', 'id': '4YgUVg4p7xtMOrOS4GjiJZ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4b372f2d1081a20534632a64', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744b372f2d1081a20534632a64', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784b372f2d1081a20534632a64', 'width': 160}], 'name': 'Jatin-Lalit', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:4YgUVg4p7xtMOrOS4GjiJZ'}",Jatin-Lalit,62,Flavours Of Romance-Valentine's Day Vol. 2,0,Bollywood Romantic Songs,Romance,hi,3,50.673425924255355,24.19646269005385,88.99812908822949,5.270027383459151
"Mere Haath Mein (From ""Fanaa"")",spotify:track:0Gy7f57ZPDBUxrbm0XZXia,0.554,0.606,1,-12.312,0.0722,0.578,0.000183,0.11,0.584,93.922,285858,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4YgUVg4p7xtMOrOS4GjiJZ'}, 'followers': {'href': None, 'total': 150922}, 'genres': ['afghan pop', 'chutney', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/4YgUVg4p7xtMOrOS4GjiJZ', 'id': '4YgUVg4p7xtMOrOS4GjiJZ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4b372f2d1081a20534632a64', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744b372f2d1081a20534632a64', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784b372f2d1081a20534632a64', 'width': 160}], 'name': 'Jatin-Lalit', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:4YgUVg4p7xtMOrOS4GjiJZ'}",Jatin-Lalit,62,Flavours Of Romance - Promise Day,0,Bollywood Romantic Songs,Romance,hi,3,39.381847103189536,13.434666435045127,77.6328940015615,10.090572696082585
"O Humdum Suniyo Re (From ""Saathiya"")",spotify:track:0k5sTarLsjJKNZWpzcZB5J,0.814,0.477,7,-12.855,0.0466,0.00722,0.00961,0.0404,0.964,109.982,237740,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG'}, 'followers': {'href': None, 'total': 20805529}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1mYsTxnqsietFxj1OgoGbG', 'id': '1mYsTxnqsietFxj1OgoGbG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb19af0ea736c6228d6eb539c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b19af0ea736c6228d6eb539c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b19af0ea736c6228d6eb539c', 'width': 160}], 'name': 'A.R. Rahman', 'popularity': 75, 'type': 'artist', 'uri': 'spotify:artist:1mYsTxnqsietFxj1OgoGbG'}",A.R. Rahman,75,Flavours Of Romance - Rose Day,0,Bollywood Romantic Songs,Romance,hi,1,23.697577539527032,7.2580477764598665,61.66793933426999,25.468995444305882
"Saathiya (From ""Saathiya"")",spotify:track:0ky3vfoUYwK6m8NqvgpJq0,0.462,0.457,1,-15.251,0.106,0.186,0.0,0.334,0.535,175.94,357433,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG'}, 'followers': {'href': None, 'total': 20805529}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1mYsTxnqsietFxj1OgoGbG', 'id': '1mYsTxnqsietFxj1OgoGbG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb19af0ea736c6228d6eb539c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b19af0ea736c6228d6eb539c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b19af0ea736c6228d6eb539c', 'width': 160}], 'name': 'A.R. Rahman', 'popularity': 75, 'type': 'artist', 'uri': 'spotify:artist:1mYsTxnqsietFxj1OgoGbG'}",A.R. Rahman,75,Flavours Of Romance - Promise Day,0,Bollywood Romantic Songs,Romance,hi,2,43.7676321519263,70.32315225853354,9.259814826877804,91.16401337637375
"Ishq Hi Hai Rab (From ""Dil Bole Hadippa"")",spotify:track:00HkZ9iulUbpeQjCFcDFuZ,0.693,0.803,1,-8.233,0.108,0.35,7.55e-05,0.0916,0.749,96.947,323709,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU'}, 'followers': {'href': None, 'total': 4713541}, 'genres': ['desi pop', 'filmi', 'indian instrumental', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1wRPtKGflJrBx9BmLsSwlU', 'id': '1wRPtKGflJrBx9BmLsSwlU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebcb6926f44f620555ba444fca', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174cb6926f44f620555ba444fca', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178cb6926f44f620555ba444fca', 'width': 160}], 'name': 'Pritam', 'popularity': 82, 'type': 'artist', 'uri': 'spotify:artist:1wRPtKGflJrBx9BmLsSwlU'}",Pritam,82,Romantic Hits By Shreya Ghoshal,0,Bollywood Romantic Songs,Romance,hi,1,36.022733069364854,9.314708181476997,74.44674500224887,11.865395145893238
"Chup Chup Ke (From ""Bunty Aur Babli"")",spotify:track:57RUNtwsJBeGjFuGdL0wps,0.715,0.743,6,-7.491,0.0337,0.339,0.00217,0.0983,0.259,116.962,433920,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0L5GV6LN8SWWUWIdBbTLTZ'}, 'followers': {'href': None, 'total': 2502847}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/0L5GV6LN8SWWUWIdBbTLTZ', 'id': '0L5GV6LN8SWWUWIdBbTLTZ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb3db0499a689aa9b4a47ebba3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051743db0499a689aa9b4a47ebba3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1783db0499a689aa9b4a47ebba3', 'width': 160}], 'name': 'Shankar-Ehsaan-Loy', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:0L5GV6LN8SWWUWIdBbTLTZ'}",Shankar-Ehsaan-Loy,65,Flavours Of Romance-Valentine's Day Vol. 2,0,Bollywood Romantic Songs,Romance,hi,1,15.99728736298618,10.85743748677337,54.42589278172609,31.847569497537773
"Main Yahaan Hoon (From ""Veer-Zaara"")",spotify:track:4SVjxTW7ZOCZhbgZgrr5bM,0.484,0.788,4,-7.625,0.0565,0.69,0.0132,0.0939,0.741,171.973,295158,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5Uvn1P3OFu268QovsUAnDu'}, 'followers': {'href': None, 'total': 610539}, 'genres': ['classic bollywood', 'desi pop', 'filmi', 'indian instrumental', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/5Uvn1P3OFu268QovsUAnDu', 'id': '5Uvn1P3OFu268QovsUAnDu', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27396fa496a2cfc301430589024', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0296fa496a2cfc301430589024', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485196fa496a2cfc301430589024', 'width': 64}], 'name': 'Madan Mohan', 'popularity': 53, 'type': 'artist', 'uri': 'spotify:artist:5Uvn1P3OFu268QovsUAnDu'}",Madan Mohan,53,Flavours Of Romance-Valentine's Day Vol. 1,0,Bollywood Romantic Songs,Romance,hi,2,39.02997263410547,65.8440999238851,0.8165422353189074,86.85764697140135
